"","Fire_Mod","Kingdom","Phylum","Class","Order","Family","Genus","Species","Abundance","Prevalence","Total_Abundance","Percentage"
"309","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena_sanguinolenta",26,1,1981964,0.00131183008369476
"310","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena_tintinnabulum",6,1,1981964,0.000302730019314175
"311","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Rhodocollybia","Rhodocollybia_fodiens",9,1,1981964,0.000454095028971263
"312","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus","Pluteus_cervinus",38,3,1981964,0.00191729012232311
"313","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus","Pluteus_exilis",151,12,1981964,0.00761870548607341
"314","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus","Pluteus_leoninus",19,3,1981964,0.000958645061161555
"315","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus_micaceus",294,14,1981964,0.0148337709463946
"316","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus_sclerocystidiosus",40,1,1981964,0.00201820012876117
"317","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Kauffmania","Kauffmania_larga",958,1,1981964,0.04833589308383
"318","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella_carinthiaca",403,1,1981964,0.0203333662972688
"319","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella_quercicola",178,1,1981964,0.0089809905729872
"320","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella_rostellata",20,1,1981964,0.00100910006438058
"321","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Schizophyllaceae","Schizophyllum","Schizophyllum_commune",5,1,1981964,0.000252275016095146
"322","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Squamanitaceae","Cystoderma","Cystoderma_amianthinum",9,1,1981964,0.000454095028971263
"323","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Squamanitaceae","Cystoderma","Cystoderma_simulatum",18,1,1981964,0.000908190057942526
"324","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Squamanitaceae","Squamanita","Squamanita_mira",10,2,1981964,0.000504550032190292
"325","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","Cristinia","Cristinia_helvetica",29,1,1981964,0.00146319509335185
"326","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Galerina","Galerina_castaneipes",11,1,1981964,0.000555005035409321
"327","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Galerina","Galerina_venenata",11,1,1981964,0.000555005035409321
"328","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Hypholoma","Hypholoma_capnoides",65,10,1981964,0.0032795752092369
"329","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Hypholoma","Hypholoma_fasciculare",985,35,1981964,0.0496981781707438
"330","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Kuehneromyces","Kuehneromyces_lignicola",6,1,1981964,0.000302730019314175
"331","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Pholiota","Pholiota_brunnescens",70,4,1981964,0.00353185022533204
"332","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Pholiota","Pholiota_terrestris",286,1,1981964,0.0144301309206424
"333","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Tubaria","Tubaria_furfuracea",31,3,1981964,0.00156410509978991
"334","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Ampulloclitocybe","Ampulloclitocybe_avellaneialba",141,5,1981964,0.00711415545388312
"335","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Fayodia","Fayodia_gracilipes",200,8,1981964,0.0100910006438058
"336","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Hemimycena","Hemimycena_lactea",119,1,1981964,0.00600414538306447
"337","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Hydropus","Hydropus_marginellus",44,1,1981964,0.00222002014163728
"338","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Myxomphalia","Myxomphalia_maura",23,1,1981964,0.00116046507403767
"339","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Paralepista","Paralepista_flaccida",69,5,1981964,0.00348139522211302
"340","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma_apium",4281,1,1981964,0.215997868780664
"341","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma_atroviolaceum",23,1,1981964,0.00116046507403767
"342","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma_dulciolens",25,1,1981964,0.00126137508047573
"343","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma_fulvum",7,1,1981964,0.000353185022533204
"344","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma_scalpturatum",220,1,1981964,0.0111001007081864
"345","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Typhulaceae","Macrotyphula","Macrotyphula_juncea",3,1,1981964,0.000151365009657088
"346","Untreated","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Byssocorticiaceae","Athelopsis","Athelopsis_lembospora",263,7,1981964,0.0132696658466047
"347","Untreated","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Byssocorticiaceae","Byssocorticium","Byssocorticium_atrovirens",10149,10,1981964,0.512067827669927
"348","Untreated","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Pilodermataceae","Piloderma","Piloderma_bicolor",6,1,1981964,0.000302730019314175
"349","Untreated","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Pilodermataceae","Piloderma","Piloderma_byssinum",8,1,1981964,0.000403640025752234
"350","Untreated","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Tylosporaceae","Amphinema","Amphinema_diadema",61,1,1981964,0.00307775519636078
"351","Untreated","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis","Oliveonia","Oliveonia_pauxilla",8,1,1981964,0.000403640025752234
"352","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Boletus","Boletus_fibrillosus",233,1,1981964,0.0117560157500338
"353","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Tylopilus","Tylopilus_porphyrosporus",70,1,1981964,0.00353185022533204
"354","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Xerocomellus","Xerocomellus_mendocinensis",2096,12,1981964,0.105753686747085
"355","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Xerocomellus","Xerocomellus_zelleri",12040,17,1981964,0.607478238757112
"356","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Xerocomus","Xerocomus_ferrugineus",56,2,1981964,0.00282548018026564
"357","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletales_fam_Incertae_sedis","Chalciporus","Chalciporus_piperatoides",66,3,1981964,0.00333003021245593
"358","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","Coniophora_fusispora",416,4,1981964,0.0209892813391162
"359","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","Coniophora_puteana",17,3,1981964,0.000857735054723496
"360","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Meruliporia","Meruliporia_incrassata",6,1,1981964,0.000302730019314175
"361","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Gomphidiaceae","Gomphidius","Gomphidius_oregonensis",14,2,1981964,0.000706370045066409
"362","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Melanogastraceae","Alpova","Alpova_concolor",17974,37,1981964,0.906878227858831
"363","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Melanogastraceae","Melanogaster","Melanogaster_macrocarpus",1276,9,1981964,0.0643805841074813
"364","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","Rhizopogon_hawkerae",67155,29,1981964,3.38830574117391
"365","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","Rhizopogon_parksii",6635,33,1981964,0.334768946358259
"366","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","Rhizopogon_rudus",1720,11,1981964,0.0867826055367302
"367","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","Rhizopogon_vesiculosus",1560,13,1981964,0.0787098050216856
"368","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","Rhizopogon_vinicolor",6138,38,1981964,0.309692809758401
"369","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Suillaceae","Suillus","Suillus_lakei",73,4,1981964,0.00368321523498913
"370","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Suillaceae","Suillus","Suillus_ponderosus",15,1,1981964,0.000756825048285438
"371","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Truncocolumellaceae","Truncocolumella","Truncocolumella_citrina",475,15,1981964,0.0239661265290389
"372","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Botryobasidiaceae","Botryobasidium","Botryobasidium_conspersum",131,4,1981964,0.00660960542169283
"373","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Botryobasidiaceae","Botryobasidium","Botryobasidium_subcoronatum",84,1,1981964,0.00423822027039845
"374","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Craterellus","Craterellus_calicornucopioides",110,3,1981964,0.00555005035409321
"375","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Craterellus","Craterellus_tubaeformis",7,1,1981964,0.000353185022533204
"376","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Clavulina","Clavulina_rugosa",83,1,1981964,0.00418776526717942
"377","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Hydnum","Hydnum_oregonense",4923,2,1981964,0.248389980847281
"378","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Minimedusa","Minimedusa_polyspora",33,1,1981964,0.00166501510622796
"379","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","Sistotrema_luteoviride",72,1,1981964,0.0036327602317701
"380","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","Sistotrema_muscicola",83,1,1981964,0.00418776526717942
"381","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","Sistotrema_oblongisporum",29,1,1981964,0.00146319509335185
"382","Untreated","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Marchandiomyces","Marchandiomyces_allantosporus",20,1,1981964,0.00100910006438058
"383","Untreated","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum_fuscogleba",55,2,1981964,0.00277502517704661
"384","Untreated","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum_saccatum",503,1,1981964,0.0253788666191717
"385","Untreated","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Nidulariopsis","Nidulariopsis_iowensis",238,2,1981964,0.012008290766129
"386","Untreated","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Radiigera","Radiigera_taylorii",1456,35,1981964,0.0734624846869065
"387","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gautieriaceae","Gautieria","Gautieria_monticola",202,3,1981964,0.0101919106502439
"388","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gautieriaceae","Gautieria","Gautieria_otthii",944,6,1981964,0.0476295230387636
"389","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Clavariadelphus","Clavariadelphus_subfastigiatus",486,2,1981964,0.0245211315644482
"390","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Gomphus","Gomphus_clavatus",88,1,1981964,0.00444004028327457
"391","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Ramaria","Ramaria_conjunctipes",67,1,1981964,0.00338048521567496
"392","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Ramaria","Ramaria_fennica",138,3,1981964,0.00696279044422603
"393","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Ramaria","Ramaria_formosa",1564,2,1981964,0.0789116250345617
"394","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Ramaria","Ramaria_gracilioides",6,1,1981964,0.000302730019314175
"395","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Ramaria","Ramaria_rubella",49,3,1981964,0.00247229515773243
"396","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaete","Hymenochaete_cinnamomea",19,2,1981964,0.000958645061161555
"397","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetales_fam_Incertae_sedis","Skvortzovia","Skvortzovia_furfuracea",7,1,1981964,0.000353185022533204
"398","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Peniophorella","Peniophorella_pubera",6,1,1981964,0.000302730019314175
"399","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Resinicium","Resinicium_bicolor",66,1,1981964,0.00333003021245593
"400","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon","Xylodon_borealis",33,2,1981964,0.00166501510622796
"401","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon","Xylodon_novozelandicus",36,2,1981964,0.00181638011588505
"402","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hysterangiales","Hysterangiaceae","Hysterangium","Hysterangium_crassirhachis",119,8,1981964,0.00600414538306447
"403","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hysterangiales","Hysterangiaceae","Hysterangium","Hysterangium_nephriticum",6,1,1981964,0.000302730019314175
"404","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Jahnoporus","Jahnoporus_hirtus",11,2,1981964,0.000555005035409321
"405","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Obba","Obba_thailandica",41,1,1981964,0.0020686551319802
"406","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Postia","Postia_ptychogaster",6,1,1981964,0.000302730019314175
"407","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Postia","Postia_sericeomollis",24,4,1981964,0.0012109200772567
"408","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ganodermataceae","Ganoderma","Ganoderma_applanatum",1027,23,1981964,0.051817288305943
"409","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ganodermataceae","Ganoderma","Ganoderma_australe",2904,38,1981964,0.146521329348061
"410","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae","Ceriporia","Ceriporia_reticulata",15,3,1981964,0.000756825048285438
"411","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Physisporinus","Physisporinus_eminens",5,1,1981964,0.000252275016095146
"412","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Podoscyphaceae","Hypochnicium","Hypochnicium_cremicolor",36,4,1981964,0.00181638011588505
"413","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Podoscyphaceae","Hypochnicium","Hypochnicium_geogenium",9,1,1981964,0.000454095028971263
"414","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Podoscyphaceae","Hypochnicium","Hypochnicium_subrigescens",68,1,1981964,0.00343094021889399
"415","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Cyanosporus","Cyanosporus_simulans",9,1,1981964,0.000454095028971263
"416","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Picipes","Picipes_submelanopus",24,1,1981964,0.0012109200772567
"417","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Polyporus","Polyporus_tubaeformis",7,1,1981964,0.000353185022533204
"418","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporales_fam_Incertae_sedis","Fuscopostia","Fuscopostia_fragilis",9,1,1981964,0.000454095028971263
"419","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Steccherinaceae","Steccherinum","Steccherinum_bourdotii",36,5,1981964,0.00181638011588505
"420","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Steccherinaceae","Steccherinum","Steccherinum_ochraceum",33,1,1981964,0.00166501510622796
"421","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Albatrellaceae","Leucogaster","Leucogaster_citrinus",177,8,1981964,0.00893053556976817
"422","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Albatrellaceae","Leucogaster","Leucogaster_rubescens",213,2,1981964,0.0107469156856532
"423","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Albatrellaceae","Leucophleps","Leucophleps_spinispora",838,6,1981964,0.0422812926975465
"424","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Auriscalpiaceae","Gloeodontia","Gloeodontia_subasperispora",3,1,1981964,0.000151365009657088
"425","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Bondarzewiaceae","Bondarzewia","Bondarzewia_occidentalis",15,1,1981964,0.000756825048285438
"426","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Scytinostroma","Scytinostroma_ochroleucum",73,4,1981964,0.00368321523498913
"427","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Vararia","Vararia_mediospora",14,1,1981964,0.000706370045066409
"428","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius_brunneohepaticus",1932,1,1981964,0.0974790662191644
"429","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius_chrysorrheus",152,4,1981964,0.00766916048929244
"430","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius_rubidus",40604,30,1981964,2.04867495070546
"431","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius_silviae",1337,3,1981964,0.067458339303842
"432","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius_substriatus",52,1,1981964,0.00262366016738952
"433","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_adusta",79276,6,1981964,3.99987083519176
"434","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_brevipes",16,1,1981964,0.000807280051504467
"435","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_candidissima",496,3,1981964,0.0250256815966385
"436","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_cerolens",5165,6,1981964,0.260600091626286
"437","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_cremoricolor",8260,11,1981964,0.416758326589181
"438","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_crenulata",13614,22,1981964,0.686894413823864
"439","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_foetens",6509,17,1981964,0.328411615952661
"440","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_grata",33514,3,1981964,1.69094897788254
"441","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_minor",2612,11,1981964,0.131788468408104
"442","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_mordax",1843,2,1981964,0.0929885709326708
"443","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_murrillii",1224,1,1981964,0.0617569239400917
"444","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_nigricans",69880,9,1981964,3.52579562494576
"445","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_obscurozelleri",6940,4,1981964,0.350157722340063
"446","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_romellii",1403,3,1981964,0.070788369516298
"447","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_shanglaensis",7831,5,1981964,0.395113130208218
"448","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_sphagnophila",35784,11,1981964,1.80548183518974
"449","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_subdensifolia",43,2,1981964,0.00216956513841826
"450","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_versicolor",41,1,1981964,0.0020686551319802
"451","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_vesca",10787,4,1981964,0.544258119723668
"452","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_xerampelina",893,2,1981964,0.0450563178745931
"453","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Aleurodiscus","Aleurodiscus_grantii",19,3,1981964,0.000958645061161555
"454","Untreated","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina","Sebacina_confusa",96,2,1981964,0.0048436803090268
"455","Untreated","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina","Sebacina_dimitica",1593,5,1981964,0.0803748201279135
"456","Untreated","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina","Sebacina_incrustans",197,2,1981964,0.00993963563414875
"457","Untreated","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita","Serendipita_australiana",9,1,1981964,0.000454095028971263
"458","Untreated","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita","Serendipita_herbamans",28,1,1981964,0.00141274009013282
"459","Untreated","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita","Serendipita_occidentalis",46,1,1981964,0.00232093014807534
"460","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae","Hydnellum","Hydnellum_fuligineoviolaceum",11,1,1981964,0.000555005035409321
"461","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae","Phellodon","Phellodon_secretus",23,1,1981964,0.00116046507403767
"462","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae","Phellodon","Phellodon_yunnanensis",81,1,1981964,0.00408685526074137
"463","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Amaurodon","Amaurodon_mustialaensis",38,1,1981964,0.00191729012232311
"464","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Polyozellus","Polyozellus_rotundisporus",1370,1,1981964,0.06912335441007
"465","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Polyozellus","Polyozellus_sciastrus",24,1,1981964,0.0012109200772567
"466","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Polyozellus","Polyozellus_tristis",218,1,1981964,0.0109991907017484
"467","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora","Thelephora_atra",32,2,1981964,0.00161456010300893
"468","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_atroarenicolor",61,2,1981964,0.00307775519636078
"469","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_badia",5387,22,1981964,0.27180110234091
"470","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_bryophila",102,7,1981964,0.00514641032834098
"471","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_cinerascens",16,1,1981964,0.000807280051504467
"472","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_coerulea",1466,5,1981964,0.0739670347190968
"473","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_coffeae",47,1,1981964,0.00237138515129437
"474","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_ellisii",215,4,1981964,0.0108478256920913
"475","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_farinosa",8,1,1981964,0.000403640025752234
"476","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_galzinii",223,4,1981964,0.0112514657178435
"477","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_globospora",39,1,1981964,0.00196774512554214
"478","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_lapida",35,3,1981964,0.00176592511266602
"479","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_lateritia",290,3,1981964,0.0146319509335185
"480","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_pallidocastanea",17,1,1981964,0.000857735054723496
"481","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_stuposa",561,3,1981964,0.0283052568058754
